1,74,17825
2,36,3915
3,43,32910
4,37,36711
5,36,9578
6,48,26897
7,60,31694
8,50,27128
9,12,1139
10,2,12574
11,48,21252
12,91,18901
13,33,29620
14,55,6260
15,84,13593
16,45,23768
17,15,11239
18,17,6290
19,61,12177
20,42,8816
21,73,18442
22,18,8736
23,40,4607
24,87,14996
25,47,24841
26,13,3879
27,46,24295
28,29,30021
29,49,27864
30,24,30908
31,55,36107
32,37,26317
33,44,35725
34,38,31056
35,4,6098
36,38,35457
37,25,33687
38,6,452
39,31,36232
40,55,6415
41,13,11355
42,31,11505
43,52,35899
44,33,3836
45,44,1345
46,56,30269
47,1,739
48,47,2727
49,8,6636
50,50,36039
51,30,11377
52,61,8153
53,11,10459
54,42,33026
55,11,2188
56,64,26980
57,53,10493
58,45,33045
59,39,32615
60,28,35684
61,34,3146
62,54,34935
63,20,34466
64,73,20306
65,12,4989
66,17,2399
67,89,14257
68,56,9084
69,1,9324
70,53,34623
71,5,9863
72,38,25675
73,91,14676
74,23,31038
75,50,23917
76,35,2740
77,37,9084
78,74,16269
79,39,3092
80,38,31161
81,33,34135
82,7,11407
83,16,10234
84,33,30870
85,90,19206
86,63,26860
87,44,28117
88,12,2452
89,93,18826
90,40,9140
91,19,9356
92,98,17381
93,23,35409
94,56,3
95,3,7210
96,52,29035
97,51,24636
98,30,23661
99,48,1187
100,40,18
101,50,3758
102,66,14723
103,21,32240
104,18,8062
105,39,33439
106,50,31083
107,16,12464
108,46,31574
109,60,34259
110,11,12305
111,47,4371
112,35,5588
113,22,6051
114,65,5590
115,36,37341
116,89,18578
117,42,9414
118,41,38401
119,52,37207
120,36,33948
121,64,1879
122,14,2022
123,55,34166
124,96,16340
125,7,10102
126,18,4822
127,44,28852
128,58,2401
129,46,5693
130,12,3913
131,58,2859
132,18,8872
133,3,5582
134,38,6994
135,33,35626
136,68,19521
137,40,3987
138,30,5984
139,38,26421
140,27,24536
141,1,3581
142,59,24787
143,32,9866
144,20,1
145,44,38048
146,95,18183
147,61,11221
148,7,5739
149,47,36702
150,58,32194
151,18,5618
152,17,11691
153,81,18232
154,44,24225
155,6,12616
156,8,8243
157,11,7026
158,37,34018
159,49,34447
160,10,9000
161,30,31499
162,30,34858
163,61,34685
164,50,35939
165,19,8817
166,38,3697
167,33,7935
168,21,391
169,76,18278
170,46,22305
171,90,13552
172,97,15660
173,3,5586
174,89,18591
175,69,20467
176,93,16098
177,2,2647
178,65,22169
179,53,37006
180,24,8553
181,38,36805
182,44,20842
183,33,34244
184,9,9032
185,69,13281
186,56,34139
187,19,2523
188,5,7949
189,79,15793
190,86,18302
191,16,7956
192,16,8158
193,94,18392
194,3,842
195,32,11810
196,32,2783
197,42,11340
198,83,16421
199,10,2708
200,34,6735
201,53,31559
202,75,18331
203,45,21119
204,24,6824
205,48,20998
206,13,8747
207,46,5377
208,85,13014
209,55,24781
210,96,13778
211,47,24665
212,7,12336
213,30,33921
214,98,15364
215,35,368
216,59,2989
217,85,14879
218,18,2258
219,35,5433
220,58,7065
221,39,9156
222,24,30488
223,49,28211
224,51,37284
225,95,13525
226,63,31278
227,62,32713
228,23,29681
229,88,16612
230,38,26080
231,38,1468
232,35,10505
233,25,34475
234,78,15422
235,8,1133
236,15,4742
237,20,25162
238,14,8586
239,15,8188
240,26,10379
241,36,37198
242,98,13830
243,39,2644
244,51,30846
245,56,21447
246,53,12607
247,75,13876
248,42,36187
249,56,25289
250,45,32075
251,60,2113
252,22,26775
253,25,20594
254,36,276
255,75,14759
256,23,12450
257,41,6635
258,22,24412
259,18,1052
260,38,33223
261,36,12615
262,33,25843
263,60,5284
264,19,2526
265,21,28864
266,11,6331
267,7,12518
268,45,32280
269,57,30518
270,32,27908
271,98,13066
272,28,20531
273,11,10340
274,41,29792
275,68,13989
276,22,7371
277,38,37544
278,60,26371
279,45,5852
280,63,33553
281,89,17451
282,88,15911
283,67,14831
284,17,1036
285,71,20469
286,99,13103
287,95,17393
288,61,27147
289,56,7624
290,62,32354
291,82,14502
292,5,379
293,35,33272
294,27,37107
295,27,28122
296,56,2756
297,56,29442
298,63,7477
299,11,7578
300,8,3020
301,90,20082
302,7,11933
303,57,23453
304,29,5680
305,78,15284
306,45,31535
307,51,12590
308,73,13460
309,99,16043
310,65,26517
311,38,28687
312,50,36919
313,25,12254
314,64,11653
315,8,1265
316,57,26840
317,97,16586
318,50,11492
319,24,33594
320,81,17495
321,50,6490
322,80,18271
323,40,26280
324,54,28392
325,34,8497
326,32,23431
327,46,21949
328,9,7043
329,9,5263
330,91,17129
331,42,34297
332,55,8292
333,50,28017
334,37,20606
335,96,18924
336,26,38004
337,29,6507
338,53,1833
339,9,4144
340,47,1739
341,2,4917
342,91,18729
343,6,6699
344,18,12816
345,80,17779
346,6,5922
347,15,8148
348,55,6087
349,11,9831
350,57,11159
351,62,24665
352,44,24864
353,25,6139
354,85,18318
355,72,17651
356,6,10784
357,9,2708
358,85,19880
359,59,22891
360,25,27269
361,34,427
362,49,35055
363,36,22452
364,7,1953
365,33,4704
366,19,8181
367,29,32146
368,4,11762
369,36,8971
370,31,33370
371,59,10537
372,27,37564
373,47,33389
374,30,25978
375,64,153
376,46,20800
377,53,28545
378,35,2217
379,55,32190
380,99,13418
381,57,21012
382,39,875
383,11,12755
384,50,37012
385,28,12118
386,30,8328
387,14,8006
388,38,29884
389,57,7698
390,35,11838
391,56,3264
392,82,17881
393,30,1972
394,25,5767
395,4,1405
396,8,403
397,89,18750
398,44,11740
399,45,11918
400,52,5716
401,56,30536
402,12,4915
403,92,18640
404,56,24133
405,45,29824
406,61,33737
407,10,8213
408,15,8652
409,75,18504
410,25,8868
411,55,28760
412,42,10943
413,47,23817
414,56,2101
415,28,30042
416,51,31101
417,13,1116
418,36,22042
419,42,23873
420,57,8985
421,31,29369
422,8,8326
423,68,17644
424,51,35182
425,32,9
426,96,19662
427,62,9447
428,46,35754
429,43,29249
430,13,11079
431,22,26678
432,88,17998
433,37,5237
434,12,5936
435,19,7621
436,36,2464
437,77,16861
438,76,18831
439,81,20461
440,91,19125
441,27,32329
442,43,35841
443,36,3022
444,52,1105
445,17,7909
446,36,987
447,58,5508
448,11,843
449,37,36234
450,35,25969
451,66,15238
452,46,20812
453,96,18750
454,16,11738
455,62,26150
456,5,3823
457,11,12055
458,82,14611
459,27,33311
460,70,18246
461,24,11691
462,15,9224
463,46,32590
464,20,11754
465,31,24904
466,38,26669
467,98,16358
468,12,7022
469,23,3098
470,57,30827
471,54,35329
472,43,5818
473,32,2244
474,61,10417
475,78,18352
476,34,21283
477,62,26184
478,22,12295
479,40,34263
480,22,4159
481,21,3357
482,18,11091
483,60,37612
484,39,28020
485,47,26690
486,58,29017
487,42,11963
488,4,365
489,19,1548
490,43,3488
491,84,14315
492,67,16794
493,48,36571
494,6,435
495,15,3867
496,50,2269
497,56,12329
498,89,13390
499,73,19119
500,22,33085
501,68,18811
502,34,24374
503,58,34798
504,7,153
505,67,17222
506,38,7618
507,90,20135
508,54,23142
509,25,4218
510,20,27028
511,10,9957
512,50,35659
513,43,4207
514,60,29391
515,93,13350
516,55,4809
517,50,23008
518,60,37554
519,49,10353
520,25,25161
521,1,2707
522,95,16225
523,83,19511
524,64,22858
525,20,23953
526,9,11270
527,95,14470
528,47,21434
529,70,18847
530,21,23065
531,24,11297
532,4,10629
533,20,21994
534,12,1582
535,2,8849
536,25,33625
537,37,33956
538,43,8603
539,64,23462
540,29,29546
541,72,16663
542,51,20690
543,59,8912
544,39,26946
545,11,6121
546,99,16368
547,16,7991
548,95,16642
549,67,17767
550,4,9947
551,23,3399
552,59,29557
553,32,35834
554,87,16525
555,50,37783
556,15,7126
557,61,25126
558,7,6358
559,32,29967
560,49,30310
561,9,12847
562,9,8073
563,82,18197
564,71,13788
565,15,5395
566,29,11256
567,13,9596
568,11,2753
569,78,14286
570,33,31822
571,62,21783
572,53,37163
573,30,35296
574,28,12293
575,11,274
576,79,16006
577,49,27246
578,41,3043
579,40,30571
580,38,21924
581,61,1189
582,13,447
583,3,8151
584,11,12180
585,38,2598
586,42,25765
587,75,17471
588,1,7047
589,20,24707
590,56,31764
591,5,3332
592,77,13909
593,68,16699
594,49,7583
595,55,35842
596,49,10417
597,22,32107
598,73,16499
599,20,26799
600,58,34814
601,70,17886
602,28,4977
603,12,8354
604,60,1170
605,35,3745
606,51,30566
607,60,25626
608,19,6616
609,23,35994
610,10,9757
611,5,2865
612,7,5536
613,15,11988
614,21,889
615,42,9673
616,37,4890
617,56,21158
618,5,6673
619,29,24911
620,55,1454
621,63,626
622,37,21015
623,55,146
624,31,30490
625,51,21345
626,61,24874
627,25,8413
628,85,20219
629,64,35708
630,65,23276
631,28,30893
632,29,37118
633,57,28676
634,63,31548
635,52,11305
636,17,10494
637,37,31356
638,16,7428
639,27,30881
640,22,31994
641,77,16263
642,71,15767
643,77,18452
644,10,6827
645,6,9210
646,42,27152
647,86,14045
648,63,32708
649,72,14471
650,55,23649
651,61,823
652,24,8505
653,83,15917
654,81,13307
655,38,22100
656,45,28195
657,89,16004
658,49,12115
659,15,2449
660,64,24386
661,48,4078
662,19,9650
663,32,11515
664,52,10729
665,37,7273
666,40,21392
667,20,37300
668,94,16811
669,59,29166
670,20,8927
671,53,4152
672,98,20144
673,29,24866
674,6,8360
675,45,24726
676,51,35150
677,57,33129
678,37,23253
679,8,11692
680,37,21643
681,59,28073
682,34,2671
683,98,18064
684,38,30010
685,50,20656
686,93,14901
687,37,1922
688,60,1915
689,24,27816
690,28,9224
691,46,31833
692,77,14925
693,33,29014
694,10,2886
695,94,15809
696,58,8893
697,19,2999
698,43,10253
699,29,23050
700,65,29917
701,44,27311
702,62,32294
703,51,27847
704,26,6654
705,58,25753
706,5,4751
707,34,32800
708,26,37836
709,43,4665
710,99,17852
711,24,828
712,91,13648
713,30,10317
714,78,17928
715,26,23350
716,5,110
717,59,8770
718,13,8418
719,33,33981
720,61,22005
721,73,13765
722,45,3345
723,38,25667
724,25,35076
725,4,4902
726,44,38289
727,69,16772
728,37,7152
729,53,37180
730,41,35453
731,98,19109
732,56,31721
733,16,7247
734,25,32510
735,47,26890
736,46,28418
737,15,4337
738,76,18132
739,43,34800
740,17,5259
741,78,14009
742,66,15417
743,87,14046
744,51,7175
745,17,12081
746,60,28847
747,99,17714
748,35,7940
749,84,16242
750,43,36002
751,31,22062
752,26,26332
753,13,8265
754,32,34423
755,42,11866
756,18,7978
757,64,21388
758,56,8775
759,37,8579
760,98,13192
761,55,28784
762,55,27011
763,58,9652
764,26,5142
